house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
100429,2338,6,5,3.3,33,32.6,4377,1,0,19,18862976
100430,507,1,1,6.6,16,19.3,800,0,0,16,8310921
100431,881,1,1,6.7,12,18.6,2051,1,0,10,15972521
100432,450,1,1,3.3,21,31,1017,0,0,4,2576356
100433,1475,4,3,3.2,10,30.4,2962,1,0,10,14062075
100434,2116,5,4,6.8,24,21,6113,1,0,24,33723019
100435,2627,5,4,2.6,19,40,5244,0,0,10,20036061
100436,1698,1,1,7.9,3,21,1910,1,0,0,30296710
100437,2709,6,4,3.1,17,28.5,5054,1,0,4,26972399
100438,753,1,1,7.5,3,9.8,2035,0,0,0,12732041
100439,543,1,2,7.4,25,15,800,1,1,13,8892788
100440,1614,1,2,4.5,9,9.9,3137,1,0,9,21593306
100441,1900,5,3,6.1,6,21.7,4456,1,0,0,25316444
100442,1629,4,4,8.2,18,4,5850,1,0,7,34613764
100443,450,1,1,6.9,17,21,1226,1,0,12,6335354
100444,1592,5,3,5.3,25,31,3311,1,0,25,22754494
100445,802,2,2,7,9,5.3,1855,0,0,5,14634652
100446,2085,6,4,2.4,45,27.5,1796,1,0,30,13932189
100447,1888,3,2,6.1,32,10.3,2587,0,0,1,31184524
100448,1039,2,2,5.1,46,9.3,2484,1,0,0,12330784
100449,1316,2,1,2.4,18,27.2,2759,1,0,7,9643745
100450,962,2,2,8.4,11,13.6,2091,1,0,11,20544760
100451,1609,3,4,6.9,53,18.8,3251,0,0,3,22999406
100452,2271,6,4,4.8,32,21.5,4535,0,0,12,30901331
100453,1009,2,1,6.9,18,4.3,2080,0,0,8,17868466
100454,1978,5,2,7.8,20,12.3,2703,1,0,3,35149013
100455,1305,3,2,1.3,16,22.1,2431,0,0,3,8032360
100456,1135,4,3,5.2,37,10.8,1423,0,0,1,12867576
100457,1580,3,3,8.9,26,2.3,2573,1,0,8,34081561
100458,977,1,1,8.1,28,17,2655,0,1,6,17634708
100459,1290,3,1,3.2,10,28.7,2440,1,0,3,13046482
100460,871,1,1,4.6,19,23.1,2053,0,0,19,7942693
100461,2927,7,5,7,23,8.8,6056,1,0,17,47962758
100462,1673,3,2,7.4,6,10.5,2960,1,0,0,28363617
100463,1195,2,2,9.3,26,1,1667,0,0,7,26914643
100464,1789,4,2,3.9,22,31.5,3149,0,0,2,18066866
100465,1577,4,3,7,35,27.2,3327,1,0,10,25855040
100466,1506,3,3,7.1,38,17,3536,1,0,31,23136062
100467,2049,4,3,4.3,60,26.5,4248,1,0,23,23372689
100468,2142,6,4,8.2,23,9.4,5119,1,1,1,43243525
100469,1305,2,2,5.3,17,9.4,1420,1,0,1,18933975
100470,1276,3,1,7.3,9,8,3216,0,0,9,22693970
100471,1471,4,4,8.6,8,6.4,1946,0,0,2,33352092
100472,450,1,1,6.6,20,12.9,1166,0,0,8,6082243
100473,665,2,1,7.5,8,8.8,1530,1,0,1,12406053
100474,2538,5,3,1.1,9,32,2228,1,0,9,14268170
100475,2719,7,5,3.4,21,19.7,6640,1,0,1,33853213
100476,1488,3,2,6.6,16,28.2,3864,1,0,10,20860165
100477,2025,5,3,5.3,11,10.9,5578,0,1,1,35771228
100478,1852,5,3,7.6,17,17.5,2850,1,0,2,29270532
100479,3651,7,5,4,33,21.4,7695,1,0,7,44070042
100480,2378,5,3,2.8,26,29.4,5747,1,0,0,19626770
100481,1567,3,1,1.5,37,33.5,3826,0,0,2,7740846
100482,1029,2,2,8.7,18,9.8,2311,1,0,1,20921682
100483,606,3,3,8.1,16,3.9,1057,0,1,0,11910610
100484,1782,3,2,2.9,23,24.3,4620,1,0,23,16104695
100485,1158,2,3,5.9,9,18.3,3007,0,1,6,17638957
100486,726,2,2,5.7,18,18.5,1385,0,0,18,10520159
100487,1230,2,2,3.5,16,18.4,1882,1,1,4,12753037
100488,947,1,1,3.6,80,31.9,1480,0,0,0,3908310
100489,2747,5,4,4.5,41,6.5,7743,1,0,12,36610427
100490,2223,5,3,8.2,30,8.9,5714,0,0,0,42867399
100491,1645,4,3,8.5,27,4,3270,1,0,8,30154555
100492,2612,6,5,8.5,50,10.6,4912,1,1,1,60158932
100493,1700,5,3,5.7,27,24,1596,1,0,11,23986602
100494,1090,3,2,3.6,12,15.8,2125,0,0,12,10887813
100495,2640,6,3,6,12,31.1,3393,0,1,12,41274496
100496,2000,4,4,8.6,33,10.4,4191,1,0,8,34009567
100497,976,3,3,8,30,13.3,2646,1,0,8,19455149
100498,1526,4,3,2.2,27,19.8,2154,1,0,0,14238516
100499,1081,3,2,5.6,38,17.9,2317,0,0,15,15113341
100500,751,1,2,2.4,37,33.6,1952,0,0,31,2592748
100501,2252,4,3,7.3,6,14.4,4802,0,0,0,33967127
100502,2891,5,4,4,19,23.8,4873,0,0,16,36021113
100503,741,2,1,4.3,28,21.8,1487,1,0,16,7488069
100504,2016,5,4,7.2,44,5.1,5190,0,0,15,33549115
100505,1227,3,2,1,31,23.7,2647,0,0,14,5451230
100506,1333,3,2,4.2,33,29.4,2663,1,0,2,12603646
100507,1265,4,4,2.7,10,32.2,3408,0,0,10,12078740
100508,1088,2,1,4.1,7,28.9,2512,1,0,0,12262658
100509,1682,5,4,6.9,26,9.4,2150,1,0,12,28611442
100510,1110,2,2,7.7,15,11,2641,0,0,0,23250912
100511,1826,4,2,8.7,29,16.3,4692,1,0,25,35104229
100512,1617,4,2,6.2,14,9,2034,0,0,14,23198249
100513,1495,4,3,7,15,20.8,955,1,0,11,23808171
100514,1060,3,3,4,33,19.5,1457,0,0,1,9902165
100515,1275,3,2,1,21,26.9,2472,1,0,17,7558011
100516,2141,5,4,5.3,13,18.9,5579,1,0,13,32355842
100517,1976,6,5,5.8,19,10.9,2896,1,0,12,29077387
100518,1015,3,2,4.8,30,9.2,2368,1,0,30,11232413
100519,1715,4,2,6.3,20,16.6,800,1,0,1,20901424
100520,2138,5,4,5.5,28,21.7,4507,1,0,12,27989056
100521,565,2,3,4.1,18,30,992,0,0,7,5286960
100522,2003,5,4,6.5,42,19.1,6528,1,1,2,26755143
100523,1219,3,2,7.3,19,24.9,1054,1,1,11,25185731
100524,2021,4,3,7.1,15,21.9,4024,1,0,15,35833485
100525,1154,2,1,6.2,48,20.8,994,1,0,2,15859552
100526,477,1,2,6.2,21,19.2,800,1,0,16,6189569
100527,592,1,1,2.7,28,34.3,800,0,0,1,3059111
100528,1681,3,2,5.7,15,4.6,5683,1,0,9,24869110
100529,1819,5,3,7.4,27,9.9,3250,0,0,16,31324700
100530,1062,2,2,3.9,30,12.1,1990,0,0,2,12077777
100531,2065,4,3,7.7,12,15.9,4077,1,0,8,41553760
100532,570,1,1,4.5,34,17,800,0,0,6,5143511
100533,1607,3,2,9.4,20,24.9,4231,0,0,9,38796801
100534,863,2,1,3.9,34,20.2,2057,1,0,6,7859648
100535,1226,3,3,3.5,13,25.1,3127,0,0,3,11945978
100536,1681,5,4,8.1,15,8.3,2134,1,0,3,34208108
100537,1091,2,1,4.4,23,18.9,2925,1,0,20,12285404
100538,1400,3,4,8.6,12,1.7,3657,0,0,2,26875432
100539,2304,4,3,6.7,24,7.2,4287,1,0,1,40443817
100540,1275,3,2,8,26,1,3235,1,0,1,28739237
100541,2193,5,5,4.4,23,25.1,4745,0,0,1,29016027
100542,916,2,3,6.3,23,13.6,956,1,0,0,14798829
100543,1994,4,3,1.9,10,40.9,3769,1,0,2,14672510
100544,2587,6,4,5.3,8,11.6,4427,0,0,2,35722311
100545,450,2,1,6.7,21,23.8,923,1,0,3,5980594
100546,1132,2,2,8.1,6,20.1,2958,1,0,0,22481909
100547,2025,5,3,1.8,5,37.3,2056,0,0,0,13474476
100548,1518,3,3,6.5,15,16.9,2632,0,0,8,21612736
100549,1891,4,3,7.1,12,11.7,2850,1,0,12,32208368
100550,1257,3,3,3,27,33.7,1927,1,0,10,10715978
100551,1706,5,4,7.1,21,9,2569,0,0,8,31395326
100552,1549,3,2,6.7,26,16.5,3161,1,0,6,23526713
100553,2409,5,3,5.7,34,17.6,5574,1,0,10,33255455
100554,1815,4,3,2.5,42,22.2,4009,1,0,23,14464951
100555,1869,4,3,8.5,32,11.2,3946,0,0,10,33334578
100556,1382,3,3,8.4,23,14.3,3280,1,0,1,25305000
100557,1333,2,1,2.5,11,21.9,4570,0,0,8,11282575
100558,1369,4,3,2.9,40,29.1,2850,1,0,7,10150310
100559,1906,4,4,6,10,3.6,4980,1,0,6,30896513
100560,1376,4,3,7.6,35,5.9,3548,1,0,8,29565158
100561,1838,3,3,3.1,45,23,5637,1,0,11,14033649
100562,2999,7,5,4.9,27,22.4,7007,1,0,0,43258893
100563,2216,5,4,5.7,11,23.1,3309,0,0,7,32911998
100564,1438,4,3,7.9,16,11.8,3139,0,0,16,25017726
100565,2431,5,4,4.6,24,24.6,5228,1,0,8,31316603
100566,1385,3,1,7.1,13,12.7,3447,1,0,1,23977484
100567,450,1,1,6.6,5,17.6,800,1,0,0,8273045
100568,995,2,2,5,23,22.1,2746,1,0,23,12611687
100569,450,2,2,8.9,27,5.2,901,0,0,19,9240516
100570,1422,4,4,6.5,28,13.4,3560,1,0,5,22137162
100571,1662,4,3,3.1,16,29.3,3633,0,0,8,16444437
100572,2740,5,5,7.8,21,22.5,5682,0,0,9,47439686
100573,1863,5,3,5.7,24,25.1,3987,0,0,13,23024489
100574,1508,3,3,5.7,7,11.1,3624,1,0,0,19471110
100575,2189,3,3,1.6,15,23.4,6950,1,0,2,14497989
100576,450,2,1,6.7,22,11.7,800,1,0,19,7072309
100577,1803,4,3,8.9,27,8.9,4190,1,0,19,36733659
100578,2151,6,4,5.1,47,20,4359,0,0,5,25809925
100579,689,1,2,4.4,25,29.2,1305,1,1,1,6794971
100580,2393,3,2,6.2,9,24.2,1393,1,0,9,38117048
100581,1870,4,3,9.8,12,5.6,4391,1,0,4,47648676
100582,1380,3,3,7.5,36,11.1,2657,0,1,14,24094420
100583,2061,3,2,6.1,56,19.8,3090,1,0,4,28119085
100584,3126,6,5,3.8,11,30,6332,1,0,3,33480928
100585,1768,6,4,3.6,15,27.5,3225,1,0,15,18760077
100586,1811,4,4,7.3,58,10.5,1729,0,0,10,27350324
100587,1351,4,3,2.7,50,23.2,2773,1,0,1,10385359
100588,1098,2,1,2.3,30,21.4,2578,1,0,12,7255293
100589,2190,3,3,2.2,15,29.6,3658,0,0,14,16618298
100590,1094,2,1,3.7,10,27.6,2360,0,0,3,11281826
100591,1697,4,4,6.6,14,19.6,3504,1,0,14,29483959
100592,1340,3,3,4.4,17,28.7,3521,0,0,5,15889935
100593,1961,4,3,5.4,17,27.7,3800,1,0,17,26829048
100594,1867,4,2,1.8,7,21.4,4631,0,0,0,12986454
100595,2324,5,4,9.1,12,10.1,4211,1,0,9,50069202
100596,1318,2,2,9.2,23,10,4192,1,1,7,26792000
100597,1475,4,4,4.8,15,20.2,2563,1,0,15,16229921
100598,1014,1,2,6,9,12,1611,1,0,5,15297818
100599,1361,1,1,6.5,11,24.2,2640,1,0,2,19534591
100600,1895,5,4,8.4,19,6.3,2962,1,0,18,40000280
100601,2142,5,4,7.7,8,1,2679,1,0,0,37797712
100602,1051,2,3,5.2,43,19.5,2561,1,1,22,15806322
100603,2215,4,3,4.5,8,20.1,800,1,0,1,25963028
100604,2531,5,2,3.2,31,36.5,3972,0,0,8,21138023
100605,1919,4,3,6,56,19.9,2293,0,0,12,25654354
100606,2870,5,3,5,9,18.2,5985,1,0,4,41962733
100607,1147,2,2,5.7,10,16.7,800,1,0,10,16499424
100608,841,2,2,2,19,27.7,1958,1,0,9,5309641
100609,494,2,2,4.4,16,35.1,1182,0,0,5,3929480
100610,2622,5,4,3.8,36,27.7,2676,0,0,4,26799949
100611,2075,5,4,7.6,18,3.8,4387,1,0,1,40577616
100612,1614,2,1,6.3,12,14.6,3728,0,0,10,24507085
100613,1832,5,2,3.7,32,23.8,4698,1,0,5,18589802
100614,918,1,1,3.9,17,16.7,1027,1,0,4,9213277
100615,3240,7,5,6.4,11,5.1,3351,1,0,11,56621827
100616,1734,4,2,5.6,13,21.8,5031,1,0,3,24703682
100617,1721,5,2,5.5,9,13.7,2593,0,0,9,27079696
100618,2122,4,2,6.1,4,24.2,3573,0,0,0,31989111
100619,1963,5,3,7.6,9,12.2,4672,0,1,9,36609672
100620,1796,4,3,5,18,17.2,2332,1,0,0,24543797
100621,1136,2,2,3.4,17,10.3,2091,1,0,17,12575467
100622,1956,4,4,6.8,7,21.9,4959,1,0,0,36381002
100623,2873,6,3,5.2,12,21.2,3296,1,1,4,41254040
100624,2525,6,5,7.1,30,11,4292,1,0,30,42454382
100625,2686,6,4,8.3,28,4.8,3556,1,0,5,49493553
100626,1318,3,3,5.2,22,29,2024,1,0,11,17240915
100627,1007,2,1,4.9,10,13.9,2730,0,0,4,11338089
100628,1568,4,4,1,36,29.8,4458,0,0,5,8467350
100629,1686,4,3,3.3,19,28.5,3633,0,0,9,16940891
100630,2361,4,3,3.8,13,32.3,5476,0,0,13,23629745
100631,550,2,2,6,10,15.7,1267,1,0,3,9233459
100632,2644,5,3,8.8,31,4.2,4221,1,0,3,56886919
100633,1547,4,3,2.6,2,26.6,3315,0,0,0,15338713
100634,1373,4,2,6,25,22.4,1679,0,0,2,18996391
100635,992,1,1,5,15,26.8,1413,1,0,3,12691292
100636,574,1,1,2.9,39,18,1118,1,0,1,3165289
100637,2185,4,3,7.1,67,14.4,2979,1,0,8,34430422
100638,1698,3,3,8,13,2.4,2099,1,0,1,31662481
100639,812,3,3,6.6,37,20.5,1277,0,0,7,11182830
100640,808,1,1,6.9,25,16.8,2172,1,0,2,11418354
100641,1432,3,3,6.2,24,10.9,4202,0,0,24,20954318
100642,2735,6,4,5,7,29.2,5417,0,0,0,39163309
100643,1481,4,3,7.9,15,13.3,3479,0,0,1,24552061
100644,673,1,1,3.2,36,26.8,1118,1,0,18,4271799
100645,1490,4,3,3.9,42,22.2,1133,0,0,5,13396722
100646,1473,4,2,1,50,32,2156,0,0,17,5880952
100647,450,1,2,5.6,15,15.9,817,1,0,4,6462557
100648,1615,3,2,6.1,28,12.3,3367,1,0,7,21787234
100649,1500,3,2,5.6,15,25.6,2909,0,0,6,21086033
100650,2103,5,4,5.3,23,16.1,3851,1,0,8,27839282
100651,2852,4,3,4.3,28,18.9,4721,1,0,5,34252507
100652,2382,7,4,4.1,15,21.9,5255,0,0,7,24434390
100653,1475,4,3,6.2,29,24.9,1743,0,1,11,23975617
100654,931,2,2,4.1,18,29.5,2310,1,0,5,8164446
100655,3323,7,4,2.7,20,24.5,5477,1,0,12,27520754
100656,1688,6,4,5.3,7,26.5,5470,1,0,0,22261968
100657,1659,4,3,4.2,14,23,3004,1,0,14,21014680
100658,1634,4,3,6.5,14,10.4,2797,1,0,6,25252443
100659,1779,4,2,8.6,70,6.3,2957,1,0,0,32805964
100660,1556,3,3,4.5,12,29.7,2673,0,0,12,17376760
100661,1277,2,2,7.8,20,24.1,3019,1,0,20,19541465
100662,1295,2,2,2,12,30.9,2557,0,0,11,8604349
100663,1629,3,3,3.4,18,21.4,4223,0,0,7,14783381
100664,1297,2,1,3.9,22,22.6,2955,0,0,8,10786750
100665,1187,3,3,6,11,12.4,2396,0,0,10,19128858
100666,1719,2,2,6.5,34,11.8,3823,1,0,34,24393634
100667,1484,3,2,4.3,11,17.8,4033,0,0,1,19496738
100668,2628,6,5,9.2,7,6.9,6291,1,0,0,65292008
100669,450,1,2,7.7,21,12.6,976,0,0,21,7872720
100670,2359,5,4,4.8,57,19.7,5316,0,0,6,25432994
100671,2460,7,5,5.4,5,17.5,3219,1,0,0,42140754
100672,450,2,1,6,8,21.6,1594,0,0,8,5341214
100673,1427,2,1,4.7,33,19.5,3306,0,0,14,14924400
100674,1409,3,3,1.2,12,30.4,3349,0,0,10,8784013
100675,735,1,3,5.4,23,17.7,1457,1,0,6,10346541
100676,1144,2,3,1,38,41.3,800,0,0,9,2714934
100677,928,1,1,9.2,32,4.5,1708,1,0,13,18194509
100678,2789,7,4,7,22,17.6,5705,1,0,19,45570535
100679,2258,4,2,4.2,23,17.9,3401,0,0,1,25873654
100680,2477,6,3,8.8,22,10.7,3718,1,0,3,50248368
100681,2119,6,4,9.2,25,10.7,3807,1,0,5,51398795
100682,916,3,4,3.7,43,30.4,2256,1,0,11,6908585
100683,1309,2,2,7.2,10,11.1,3604,0,1,5,26967591
100684,1968,5,4,7.7,9,5.2,4138,1,1,3,39209431
100685,856,2,3,5.2,29,14.7,1421,1,0,0,11953993
100686,2113,4,3,1.7,13,35.7,3767,1,0,13,11636059
100687,1494,3,4,5.5,7,31,3077,0,0,0,22929075
100688,1406,4,4,5.9,48,22.3,2996,1,0,4,20672576
100689,2112,5,4,7.4,24,5.2,4775,0,0,8,36609846
100690,1939,5,3,3.4,52,29.6,3367,1,0,1,18200038
100691,1415,2,2,4,31,17.3,3279,0,0,5,13694573
100692,2404,4,3,1.8,17,27.5,5457,0,0,14,15543709
100693,947,2,1,6.9,21,15.4,1670,1,0,13,16542769
100694,2050,4,4,8.2,36,12.5,1985,1,0,15,38613121
100695,2036,4,4,6.8,7,15,2991,0,0,0,34652112
100696,1449,3,3,2.1,37,25.1,4261,1,0,5,10942340
100697,1862,3,2,3.5,20,30.9,1832,0,0,18,13696696
100698,837,1,1,5.2,18,16.2,2336,0,0,2,10455260
100699,2251,6,4,7.9,65,18.8,2167,0,0,13,39424736
100700,1530,4,3,9.4,43,1,2350,1,1,22,31426155
100701,1310,3,2,3.3,12,26.4,2325,1,0,3,14392557
100702,2332,4,4,6.4,25,8.4,7158,0,0,2,34816568
100703,1192,2,2,7.2,11,8.4,2403,0,1,7,19989478
100704,735,1,2,2.1,28,25.6,1376,0,0,2,3441237
100705,638,2,1,3.2,58,34.5,918,1,0,20,2128743
100706,2044,5,3,8.5,48,17.3,4728,0,1,3,39432014
100707,818,1,2,1.5,27,35.7,1384,0,0,4,3070567
100708,2791,5,4,2.3,25,28.3,5199,1,0,22,21417734
100709,450,1,2,9.1,19,8.8,803,0,0,2,10913935
100710,2753,5,4,5.8,61,25.2,6695,1,0,22,42075382
100711,1787,4,4,2.6,34,31.4,4391,1,0,2,11590508
100712,1587,5,4,4.1,16,22.8,2326,0,0,16,17101102
100713,1296,4,4,6.4,22,24.7,2104,1,0,4,18413033
100714,1909,4,3,7.5,23,17.4,2987,1,0,3,33610875
100715,1626,3,2,8,12,12.5,3431,1,1,6,31053452
100716,2367,5,4,2.6,23,24.4,6022,0,0,5,18067821
100717,1724,5,5,5.6,29,14.9,3651,1,0,2,25789249
100718,1748,4,4,3.6,11,22.2,1198,1,0,4,17882255
100719,1414,4,3,2.7,38,29.6,3473,1,0,12,11212073
100720,1613,5,5,5.2,14,24.4,1920,1,0,14,22447731
100721,1850,5,2,6.2,16,7.7,2906,1,0,16,25638970
100722,538,1,1,3.9,13,11.6,1140,0,1,13,6540549
100723,774,2,2,3.5,12,18.8,1509,0,0,0,7263895
100724,2133,6,4,4.5,42,19.1,5383,1,0,6,22462319
100725,1761,4,3,8.3,46,17.3,2877,1,0,2,32023122
100726,1530,3,2,5.2,15,17.7,2173,0,0,1,19949246
100727,1662,3,3,3.2,40,26.9,3013,0,0,13,12622000
100728,1876,4,2,7.8,8,14.1,4852,1,0,8,34939840
100729,1299,2,2,5,18,13.9,3089,0,0,17,17330010
100730,1144,2,2,1,9,40.8,2348,1,0,9,4857745
100731,1777,5,4,4.9,64,16.3,4968,1,0,9,18175234
100732,1014,1,3,6.8,43,24,2725,0,0,43,13980715
100733,1915,5,4,8.8,6,7.8,4736,1,1,0,43795230
100734,543,2,2,9.7,12,3.9,800,0,0,12,12445524
100735,2319,5,3,9.6,18,1,5728,1,0,1,49188914
100736,1957,5,3,5,20,21.2,3676,1,0,2,27836271
100737,1816,4,3,5,9,33.5,3202,1,0,9,26708257
100738,2289,6,5,10,32,7.5,3641,1,1,1,53943243
100739,2733,7,4,2.6,39,28.8,5184,0,0,1,21381592
100740,2309,4,4,4.8,26,16.6,3751,1,0,2,30201954
100741,453,1,1,2.5,25,31.1,952,0,0,15,1615511
100742,818,2,2,2,14,29.9,1551,1,0,14,4603395
100743,1244,3,3,7.1,17,13.3,2653,1,0,4,20377313
100744,1667,3,2,3.8,24,26.6,3887,1,0,24,16698075
100745,1986,6,4,8.9,26,1,3621,1,0,17,37613511
100746,1178,3,1,4.1,21,22.1,1835,0,0,3,13709667
100747,1771,3,2,3.9,37,16.1,1410,1,0,9,18603093
100748,1159,2,1,8,29,11.2,2854,0,1,29,17441769
100749,1253,2,1,7.7,40,7.6,2565,1,0,19,21566889
100750,736,2,2,2.8,23,22.7,1394,0,0,5,6233244
100751,1050,3,3,6.6,23,7.2,2838,1,0,4,17964802
100752,771,3,3,7.7,35,18.6,946,1,1,17,15262097
100753,1016,3,3,6.9,11,10.2,2066,0,0,8,16820912
100754,2335,6,5,4.3,80,18.4,3319,1,0,2,26935585
100755,1033,3,2,7.1,13,22.9,2473,0,0,4,18676632
100756,3361,6,4,7.4,13,16.2,2233,1,0,11,61687227
100757,1971,4,3,5.2,38,7.2,4893,1,0,2,26174557
100758,1770,5,4,5.5,30,26.8,4350,1,0,12,26367660
100759,1092,2,3,8.6,33,19.1,1579,0,0,12,21614971
100760,2105,5,4,4.3,23,31.4,4294,1,0,3,25665374
100761,1276,3,2,1.6,11,34.2,1862,0,0,5,7861569
100762,1729,3,2,3.4,53,18.2,3902,1,1,27,16220677
100763,3314,7,5,7,38,13.7,8259,1,0,14,55443403
100764,1588,4,4,5.5,15,9.8,2218,1,0,15,22864598
100765,2397,5,4,1.2,36,26.2,2929,0,0,7,13866215
100766,1193,2,2,5.5,15,11.8,3171,0,0,2,16594825
100767,1627,3,2,4.3,17,18.3,5149,1,0,9,20065002
100768,2801,7,4,2.3,18,29.1,6433,1,0,15,20147049
100769,1242,3,3,5.9,14,14.6,2908,1,0,0,18130930
100770,2828,7,5,8.6,23,6.3,5093,1,0,1,62471688
100771,2110,6,3,6.4,38,14.1,4448,1,0,6,34470503
100772,1284,3,2,3.4,28,33.8,2838,1,0,6,11160548
100773,2061,4,3,4.7,32,33.9,3896,1,0,32,25417686
100774,2282,3,2,3.2,25,22.7,6412,0,0,1,20069625
100775,2054,3,3,7,5,16,4326,1,1,0,37654155
100776,629,1,1,9.1,71,2.7,1373,1,0,17,10724770
100777,1177,4,4,5.2,42,24,2240,0,0,9,14007947
100778,1489,3,2,6.8,26,11.7,2924,1,0,8,26362655
100779,1602,4,2,7,10,9.7,4375,1,0,10,32698732
100780,2053,3,2,8.5,32,21.5,4286,0,1,0,35577733
100781,1766,3,2,6.6,22,7.1,3711,0,0,22,23893124
100782,782,2,2,8.5,24,1,1649,0,0,2,15197046
100783,1897,4,3,2.4,37,32.2,3379,1,0,1,12655159
100784,2047,4,3,7.4,27,10.6,2365,1,0,4,35102128
100785,2014,5,3,7.5,46,8.6,5928,0,0,12,41049649
100786,2353,7,5,4.4,16,38.2,6214,1,0,3,31464016
100787,2192,5,2,4.7,7,25.3,6027,1,0,0,26242299
100788,1948,4,3,8,21,10.6,2642,1,1,1,38514780
100789,1604,4,3,8.1,17,6.5,4599,0,0,3,32208709
100790,570,3,4,5,29,22.7,1813,1,0,1,7381640
100791,1929,3,2,2.8,13,16.2,5067,0,0,5,15831874
100792,1785,5,2,7,17,10.9,5335,1,0,2,33793578
100793,1827,4,3,3.5,30,24.3,4529,0,0,4,18515614
100794,820,2,2,7.3,19,14.4,1223,0,0,6,13087575
100795,947,2,1,8.5,39,8.6,2182,1,0,14,19465364
100796,2335,5,3,6.7,13,10.7,3240,1,0,3,35105175
100797,1624,4,4,4.7,10,26.4,2666,0,0,6,17935502
100798,2093,7,6,7.4,32,2.9,4583,1,0,17,39024708
100799,1668,4,1,2.6,9,25.5,3518,1,0,9,14839151
100800,1669,3,2,7.7,6,8.8,3802,0,0,0,31859856
100801,2260,5,5,8.1,10,16.8,2090,1,0,6,48391312
100802,1315,3,2,6.1,41,13.9,2508,0,0,10,17579785
100803,1712,2,1,4.5,15,24.1,3988,0,0,7,20965472
100804,1350,3,2,9,17,10,3306,0,0,2,31467214
100805,1368,4,2,4.6,33,10.2,3404,1,0,6,19327868
100806,1449,2,1,2.5,37,27.1,3116,1,0,37,8502037
100807,1794,5,4,7.5,34,2,3180,1,0,10,31499960
100808,1339,3,1,7.6,32,14.3,3081,1,0,3,21586733
100809,2466,5,4,4.6,14,16.8,4489,1,0,14,33379448
100810,1069,2,2,5,23,27.1,2716,1,0,5,14519165
100811,1529,5,3,5.3,9,18,3450,1,0,5,21728061
100812,1364,4,2,7.1,18,9.1,2677,1,0,10,25259868
100813,2591,6,5,8.6,7,16.4,3987,1,0,0,60534084
100814,1778,4,3,4.1,39,17.5,4750,0,0,3,19484722
100815,2321,5,3,4.5,17,26.9,5421,1,0,6,29280707
100816,684,1,2,3.1,23,28.5,2231,0,0,4,4393460
100817,1824,2,3,9.2,16,5.2,4224,1,0,13,44159556
100818,2228,7,5,6.3,42,8.1,5271,1,0,1,34740679
100819,1703,4,2,4.6,8,28.6,1909,1,0,8,24686565
100820,2343,6,4,4.3,10,25.1,5122,1,0,2,26948218
100821,1314,3,3,3.1,23,21.1,2378,1,0,4,12537373
100822,2566,5,3,8.8,23,10.1,6404,0,0,4,56389414
100823,3144,7,5,5.4,39,24.8,6919,1,0,39,33740552
100824,1414,2,1,4.1,25,23.4,3664,1,0,9,17191377
100825,1360,5,3,8.1,23,12.1,4460,1,0,15,28379963
100826,2595,5,4,4.4,13,28,3947,1,0,8,27736918
100827,2677,5,3,6.7,42,24.1,6875,1,0,41,42905160
100828,1310,3,2,3.3,19,24.4,3157,0,0,2,12460815
100829,1377,4,2,5,14,12,4389,0,0,9,19545894
100830,1467,3,2,5.4,13,11,3555,1,0,13,20047583
100831,776,1,1,5.4,23,14.7,1832,0,0,10,9675985
100832,1053,3,3,4,8,17.4,2644,1,0,8,13758318
100833,997,3,2,8,8,1,2545,1,0,8,21681162
100834,1151,3,2,5.8,8,28.7,3306,0,0,8,16116353
100835,1627,4,4,5.3,55,22.3,2454,0,0,2,20273702
100836,1802,6,3,5,47,16.9,3180,1,0,3,23286166
100837,2658,7,5,8.6,12,9,8083,1,0,6,50307550
100838,1001,2,1,7.1,26,3,826,0,0,19,16149330
100839,2290,6,4,3.3,33,32,4464,0,0,6,19208491
100840,1511,4,2,6.9,28,2.6,3158,1,0,10,23887911
100841,1618,4,4,4,10,26.1,3064,0,0,5,15193003
100842,2089,3,2,9,13,1,6160,1,0,13,43789186
100843,920,2,2,5.6,25,15.7,2103,1,0,2,13459335
100844,1899,4,2,7.2,8,20.9,3357,0,0,8,35397410
100845,1758,5,3,5.4,40,9,2847,1,0,9,23924014
100846,1970,5,3,2,10,28.1,4273,1,0,5,13578535
100847,1838,2,2,4.8,24,24.4,4962,1,0,12,21825564
100848,3246,7,4,6.5,35,18.3,6762,1,0,0,46847240
100849,1235,4,4,7.2,38,13.8,2370,1,0,18,22429050
100850,1305,3,1,8.3,38,13.1,2066,1,0,4,22838844
100851,1245,3,2,3.2,14,21.7,2769,1,0,14,11196042
100852,1289,3,4,4.6,15,32.8,2824,1,0,4,16416728
100853,1236,3,2,9.8,27,1,1935,1,0,2,29324524
100854,2423,5,3,1.7,32,36.9,6338,1,0,5,15253934
100855,2573,5,4,7.1,31,14.8,7780,1,0,16,39814540
100856,1279,2,1,8.7,33,12.6,2596,0,0,12,24612778
100857,1109,3,2,7.6,29,17,2419,1,0,5,20589706
100858,1956,4,2,5.4,26,22.1,2615,1,0,26,20386716
100859,1291,3,4,3.7,14,19,3153,0,0,5,13381660
